品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(木),2(金),3(土),4(日),5(月),6(火),7(水),8(木),9(金),10(土),11(日),12(月),13(火),14(水),15(木),16(金),17(土),18(日),19(月),20(火),21(水),22(木),23(金),24(土),25(日),26(月),27(火),28(水),29(木),30(金),,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(木),2(金),3(土),4(日),5(月),6(火),7(水),8(木),9(金),10(土),11(日),12(月),13(火),14(水),15(木),16(金),17(土),18(日),19(月),20(火),21(水),22(木),23(金),24(土),25(日),26(月),27(火),28(水),29(木),30(金)
90564-51A069,9056451A069,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A070,9056451A070,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A071,9056451A071,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A072,9056451A072,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A073,9056451A073,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A074,9056451A074,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A075,9056451A075,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A076,9056451A076,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A077,9056451A077,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A078,9056451A078,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A079,9056451A079, A,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A080,9056451A080,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,196,22,178,21,148,18,185,21,8,9,0,0,8,9,8,9,8,0,0,9,9,9,9,9,0,0,9,10,9,10,8,0,0,9,9,9,10,9,,185,177,147,184,7,8,0,0,7,8,7,8,7,0,0,8,8,9,8,8,0,0,8,9,8,9,7,0,0,8,8,8,9,8
90564-51A081,9056451A081,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,514,22,480,21,400,18,498,21,22,23,0,0,22,24,22,24,22,0,0,24,23,25,23,23,0,0,23,25,24,25,22,0,0,23,25,23,25,22,,499,479,399,497,21,22,0,0,21,23,21,23,21,0,0,23,22,24,22,22,0,0,22,24,23,24,21,0,0,22,24,22,24,21
90564-51A082,9056451A082,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"1,167",22,"1,111",21,925,18,"1,152",21,50,51,0,0,50,54,49,55,50,0,0,56,52,57,52,52,0,0,52,58,54,57,50,0,0,52,56,52,57,51,,"1,156","1,110",924,"1,151",49,51,0,0,49,54,48,54,49,0,0,55,51,56,51,51,0,0,51,57,53,57,49,0,0,51,55,51,56,50
90564-51A083,9056451A083,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"1,990",22,"1,901",21,"1,584",18,"1,973",21,85,88,0,0,85,93,84,94,85,0,0,96,88,97,88,89,0,0,89,98,92,98,85,0,0,88,96,88,97,87,,"1,980","1,900","1,583","1,972",84,87,0,0,84,92,83,93,84,0,0,95,87,96,87,88,0,0,88,97,91,97,84,0,0,87,95,87,96,86
90564-51A084,9056451A084,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"2,084",22,"1,990",21,"1,658",18,"2,065",21,89,92,0,0,89,97,88,99,89,0,0,100,92,101,92,93,0,0,93,103,96,103,89,0,0,93,100,93,102,91,,"2,073","1,989","1,657","2,064",88,91,0,0,88,96,87,98,88,0,0,99,91,100,91,92,0,0,92,102,95,102,88,0,0,92,99,92,101,90
90564-51A085,9056451A085,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"1,744",22,"1,662",21,"1,384",18,"1,724",21,75,77,0,0,75,81,73,83,75,0,0,84,77,85,77,78,0,0,78,86,80,86,75,0,0,77,84,77,85,76,,"1,730","1,661","1,383","1,723",74,76,0,0,74,80,72,82,74,0,0,83,76,84,76,77,0,0,77,85,79,85,74,0,0,76,83,76,84,75
90564-51A086,9056451A086,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"1,167",22,"1,111",21,925,18,"1,152",21,50,51,0,0,50,54,49,55,50,0,0,56,52,57,52,52,0,0,52,58,54,57,50,0,0,52,56,52,57,51,,"1,156","1,110",924,"1,151",49,51,0,0,49,54,48,54,49,0,0,55,51,56,51,51,0,0,51,57,53,57,49,0,0,51,55,51,56,50
90564-51A087,9056451A087,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,353,22,329,21,274,18,341,21,15,16,0,0,15,16,15,17,15,0,0,17,16,17,16,16,0,0,16,17,16,17,15,0,0,16,17,16,17,15,,342,328,273,340,14,15,0,0,14,15,14,16,14,0,0,16,15,16,15,15,0,0,15,16,15,16,14,0,0,15,16,15,16,14
90564-51A088,9056451A088,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,119,22,107,21,89,18,111,21,5,5,0,0,5,6,5,6,5,0,0,6,5,6,5,5,0,0,5,6,6,6,5,0,0,5,6,5,6,5,,111,106,88,110,4,4,0,0,4,5,4,5,4,0,0,5,4,5,4,4,0,0,4,5,5,5,4,0,0,4,5,4,5,4
90564-51A089,9056451A089,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A090,9056451A090,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,22,22,18,21,15,18,19,21,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,,18,17,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A091,9056451A091,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A092,9056451A092,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A093,9056451A093,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A094,9056451A094,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A095,9056451A095,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A096,9056451A096,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A097,9056451A097,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A098,9056451A098,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A099,9056451A099,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A100,9056451A100,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A101,9056451A101,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A102,9056451A102,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A103,9056451A103,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A104,9056451A104,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A105,9056451A105,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A106,9056451A106,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A107,9056451A107,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A108,9056451A108,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A109,9056451A109,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A110,9056451A110,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A111,9056451A111,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A112,9056451A112,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A018,9056455A018,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A019,9056455A019,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A020,9056455A020,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A021,9056455A021,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
